name	within	uri	long	lat	types
Austin	Texas	http://vivo.school.edu/individual/6828094823	-97.756	30.3072	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Ponce	Puerto Rico	http://vivo.school.edu/individual/6830353835	-66.614	18.011	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Elgin	Illinois	http://vivo.school.edu/individual/6853948038	-88.3217	42.0396	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Daly City	California	http://vivo.school.edu/individual/6870847597	-122.465	37.7009	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Las Cruces	New Mexico	http://vivo.school.edu/individual/6884133140	-106.7653	32.3197	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Naperville	Illinois	http://vivo.school.edu/individual/6906092738	-88.162	41.7492	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Eugene	Oregon	http://vivo.school.edu/individual/6913161015	-123.1162	44.0567	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Oceanside	California	http://vivo.school.edu/individual/6921190470	-117.3062	33.2246	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Little Rock	Arkansas	http://vivo.school.edu/individual/6936941280	-92.3586	34.7254	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Lansing	Michigan	http://vivo.school.edu/individual/6938434915	-84.5562	42.7098	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
San Diego	California	http://vivo.school.edu/individual/704310919	-117.135	32.8153	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
WinstonSalem	North Carolina	http://vivo.school.edu/individual/7076617131	-80.2606	36.1033	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Flint	Michigan	http://vivo.school.edu/individual/7085131434	-83.692	43.0244	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Denton	Texas	http://vivo.school.edu/individual/7107886370	-97.1417	33.2151	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
El Cajon	California	http://vivo.school.edu/individual/7142824756	-116.9605	32.8017	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Fort Collins	Colorado	http://vivo.school.edu/individual/7152404285	-105.0648	40.5482	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Moreno Valley	California	http://vivo.school.edu/individual/7205458836	-117.2057	33.9233	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Kansas City	Missouri	http://vivo.school.edu/individual/7254700532	-94.5511	39.1252	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Beaumont	Texas	http://vivo.school.edu/individual/7260068062	-94.1458	30.0843	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Omaha	Nebraska	http://vivo.school.edu/individual/7267773784	-96.0419	41.2647	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Cape Coral	Florida	http://vivo.school.edu/individual/7274629214	-81.9973	26.6431	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Albuquerque	New Mexico	http://vivo.school.edu/individual/7291062693	-106.6474	35.1056	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Augusta	Georgia	http://vivo.school.edu/individual/7365934392	-82.0734	33.3655	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Mesa	Arizona	http://vivo.school.edu/individual/738404213	-111.7174	33.4019	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Rancho Cucamonga	California	http://vivo.school.edu/individual/7398285496	-117.5642	34.1233	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Boise	Idaho	http://vivo.school.edu/individual/7469847082	-116.2311	43.5985	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Manchester	New Hampshire	http://vivo.school.edu/individual/7550290235	-71.4439	42.9847	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Plano	Texas	http://vivo.school.edu/individual/7563637725	-96.7479	33.0508	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Gresham	Oregon	http://vivo.school.edu/individual/7613805277	-122.4416	45.5023	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Berkeley	California	http://vivo.school.edu/individual/7617641894	-122.2991	37.8667	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Cambridge	Massachusetts	http://vivo.school.edu/individual/7627977678	-71.1183	42.376	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Milwaukee	Wisconsin	http://vivo.school.edu/individual/7629731005	-87.9667	43.0633	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Akron	Ohio	http://vivo.school.edu/individual/7629961697	-81.5214	41.0805	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Richmond	California	http://vivo.school.edu/individual/7688025908	-122.3594	37.953	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Columbus	Ohio	http://vivo.school.edu/individual/7725670475	-82.985	39.9848	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Sioux Falls	South Dakota	http://vivo.school.edu/individual/7743680729	-96.732	43.5383	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Costa Mesa	California	http://vivo.school.edu/individual/7800254727	-117.9123	33.6659	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
San Buenaventura	California	http://vivo.school.edu/individual/780681030	-119.255	34.2681	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Atlanta	Georgia	http://vivo.school.edu/individual/7810323785	-84.4227	33.7629	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Wilmington	North Carolina	http://vivo.school.edu/individual/7813068462	-77.8858	34.2092	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Columbia	South Carolina	http://vivo.school.edu/individual/7826434039	-80.8966	34.0298	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Kenosha	Wisconsin	http://vivo.school.edu/individual/7840764573	-87.8456	42.5822	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Lowell	Massachusetts	http://vivo.school.edu/individual/7861665760	-71.3221	42.6389	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Santa Maria	California	http://vivo.school.edu/individual/7869611376	-120.4438	34.9332	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Anaheim	California	http://vivo.school.edu/individual/7892981412	-117.7601	33.8555	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Jacksonville	Florida	http://vivo.school.edu/individual/7918171471	-81.6613	30.337	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Irvine	California	http://vivo.school.edu/individual/7923775295	-117.7713	33.6784	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Paterson	New Jersey	http://vivo.school.edu/individual/7993722006	-74.1628	40.9147	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Pomona	California	http://vivo.school.edu/individual/80207877	-117.7613	34.0586	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Santa Clarita	California	http://vivo.school.edu/individual/8021020699	-118.5047	34.4049	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Dallas	Texas	http://vivo.school.edu/individual/8027621986	-96.7967	32.7757	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Aurora	Colorado	http://vivo.school.edu/individual/8077191645	-97.1247	32.7007	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Fort Lauderdale	Florida	http://vivo.school.edu/individual/8106803247	-80.1439	26.1413	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Los Angeles	California	http://vivo.school.edu/individual/8107100152	-118.4108	34.0194	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Evansville	Indiana	http://vivo.school.edu/individual/8147349378	-87.5347	37.9877	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Cedar Rapids	Iowa	http://vivo.school.edu/individual/8206319535	-91.6778	41.967	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Aurora	Illinois	http://vivo.school.edu/individual/8215360901	-88.2901	41.7635	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Honolulu	Hawaii	http://vivo.school.edu/individual/8231812540	-157.8453	21.3259	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Pasadena	Texas	http://vivo.school.edu/individual/8236137100	-95.1505	29.6583	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Detroit	Michigan	http://vivo.school.edu/individual/8260432512	-83.1022	42.383	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Louisville	Kentucky	http://vivo.school.edu/individual/8297455126	-85.6667	38.1781	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Huntington Beach	California	http://vivo.school.edu/individual/8336877639	-118.0093	33.6906	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
St. Louis	Missouri	http://vivo.school.edu/individual/845825196	-90.2446	38.6357	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Houston	Texas	http://vivo.school.edu/individual/8475681653	-95.3863	29.7805	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
West Covina	California	http://vivo.school.edu/individual/8478479872	-117.9099	34.0559	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Midland	Texas	http://vivo.school.edu/individual/8487273941	-102.1097	32.0299	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Orange	California	http://vivo.school.edu/individual/8506497381	-117.8249	33.8048	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Denver	Colorado	http://vivo.school.edu/individual/8518709076	-104.8806	39.7618	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Saint Paul	Minnesota	http://vivo.school.edu/individual/8535820454	-93.1039	44.9489	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Syracuse	New York	http://vivo.school.edu/individual/854813789	-76.1436	43.041	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Fairfield	California	http://vivo.school.edu/individual/8590086864	-122.0397	38.2568	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
St. Petersburg	Florida	http://vivo.school.edu/individual/8608284894	-82.6441	27.762	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Sacramento	California	http://vivo.school.edu/individual/865226043	-121.4686	38.5666	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Anchorage	Alaska	http://vivo.school.edu/individual/8653838639	-149.2744	61.1775	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Surprise	Arizona	http://vivo.school.edu/individual/8676656591	-112.4527	33.6706	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Philadelphia	Pennsylvania	http://vivo.school.edu/individual/8748079363	-75.1333	40.0094	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Chula Vista	California	http://vivo.school.edu/individual/8749196183	-117.0152	32.6277	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Billings	Montana	http://vivo.school.edu/individual/8772730651	-108.5499	45.7895	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Green Bay	Wisconsin	http://vivo.school.edu/individual/8793560056	-87.9842	44.5207	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Elizabeth	New Jersey	http://vivo.school.edu/individual/882723854	-74.1935	40.6663	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Lafayette	Louisiana	http://vivo.school.edu/individual/8852076090	-92.0314	30.2116	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Tampa	Florida	http://vivo.school.edu/individual/8885090846	-82.4797	27.9701	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Bakersfield	California	http://vivo.school.edu/individual/8890278093	-119.0183	35.3212	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Modesto	California	http://vivo.school.edu/individual/8919594816	-120.9891	37.6609	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Fort Wayne	Indiana	http://vivo.school.edu/individual/8921153514	-85.1439	41.0882	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
San Juan	Puerto Rico	http://vivo.school.edu/individual/8924972642	-66.106	18.466	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Lexington	Kentucky	http://vivo.school.edu/individual/9043442580	-84.4584	38.0402	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
El Monte	California	http://vivo.school.edu/individual/9047599152	-118.0291	34.0746	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Fontana	California	http://vivo.school.edu/individual/9072154236	-117.4627	34.1088	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Jersey City	New Jersey	http://vivo.school.edu/individual/9102467840	-74.0648	40.7114	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Torrance	California	http://vivo.school.edu/individual/9130080321	-118.3414	33.835	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Kansas City	Kansas	http://vivo.school.edu/individual/9179097327	-94.7418	39.1225	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Arvada	Colorado	http://vivo.school.edu/individual/9208743817	-105.1066	39.8097	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Orlando	Florida	http://vivo.school.edu/individual/922222435	-81.2988	28.4159	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Raleigh	North Carolina	http://vivo.school.edu/individual/9242879801	-78.6414	35.8302	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
McKinney	Texas	http://vivo.school.edu/individual/929146692	-96.668	33.2012	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Concord	California	http://vivo.school.edu/individual/9302937772	-122.0016	37.9722	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Topeka	Kansas	http://vivo.school.edu/individual/9356737409	-95.6948	39.0362	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Chesapeake	Virginia	http://vivo.school.edu/individual/9370174496	-76.3018	36.6794	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Palm Bay	Florida	http://vivo.school.edu/individual/9371224991	-80.6626	27.9856	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Lubbock	Texas	http://vivo.school.edu/individual/9405660604	-101.8867	33.5665	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Las Vegas	Nevada	http://vivo.school.edu/individual/9444564416	-115.264	36.2277	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Hampton	Virginia	http://vivo.school.edu/individual/9503015221	-76.2971	37.048	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Garland	Texas	http://vivo.school.edu/individual/9513169610	-96.6304	32.9098	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Norwalk	California	http://vivo.school.edu/individual/9556860686	-118.0834	33.9069	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
San Antonio	Texas	http://vivo.school.edu/individual/9600480740	-98.5251	29.4724	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Visalia	California	http://vivo.school.edu/individual/9602725850	-119.3234	36.3272	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Provo	Utah	http://vivo.school.edu/individual/9606509895	-111.6448	40.2453	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Rockford	Illinois	http://vivo.school.edu/individual/9775100379	-89.0628	42.2634	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Fresno	California	http://vivo.school.edu/individual/9778001401	-119.7945	36.7827	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Erie	Pennsylvania	http://vivo.school.edu/individual/9839673415	-80.0735	42.1166	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Reno	Nevada	http://vivo.school.edu/individual/9858409333	-119.7765	39.4745	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Peoria	Illinois	http://vivo.school.edu/individual/9928239922	-89.6171	40.7523	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Abilene	Texas	http://vivo.school.edu/individual/9956638905	-99.7381	32.4545	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Palmdale	California	http://vivo.school.edu/individual/999003926	-118.109	34.5913	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Puerto Rico	United States of America	http://vivo.school.edu/individual/n3049			loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6
District of Columbia	United States of America	http://vivo.school.edu/individual/n4010			loc;region;geopol;thing;state;bfo141;bfo1;bfo2;geo;bfo4;bfo6
Archer	Florida	http://vivo.school.edu/individual/n7756			loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6
