uri	abbreviation	url	number	name	photo
http://vivo.ufl.edu/individual/n8121684927			882	Horse Barn	
http://vivo.ufl.edu/individual/n8127671593			1304	Greenhouse	
http://vivo.ufl.edu/individual/n8156629985			1173	EH&S Fumigation Chamber	
http://vivo.ufl.edu/individual/n8158665983			916	Field Support	
http://vivo.ufl.edu/individual/n815953348			742	Comm and Neurbio Sci Surge #5	
http://vivo.ufl.edu/individual/n8178745083			478	Animal Building	
http://vivo.ufl.edu/individual/n8199446115			1134	Materials Recycling Research	
http://vivo.ufl.edu/individual/n8203074938			864	Storage Bldg	
http://vivo.ufl.edu/individual/n8207132123			389	Maguire 25	
http://vivo.ufl.edu/individual/n8207890024			183	Mechanical and Aerospace Engineering C	
http://vivo.ufl.edu/individual/n82169			1	University Auditorium	
http://vivo.ufl.edu/individual/n823196381			495	Dan McCarty Hall A	
http://vivo.ufl.edu/individual/n8242667763			1131	UPD Evidence Building	
http://vivo.ufl.edu/individual/n8247717633			630	Grounds Storage Building	
http://vivo.ufl.edu/individual/n8254652420			215	Veterinary Clinical Sciences	
http://vivo.ufl.edu/individual/n826607521			571	Coastal Engineering Wave Tank	
http://vivo.ufl.edu/individual/n8274468637			1182	Lakeside Residential Complex	
http://vivo.ufl.edu/individual/n8279162846			591	Klein H. Graham Hall	
http://vivo.ufl.edu/individual/n8299062606			373	Maguire 9	
http://vivo.ufl.edu/individual/n8313609904			659	"Greenhouse, Botany"	
http://vivo.ufl.edu/individual/n832435852			407	Delta Gamma	
http://vivo.ufl.edu/individual/n8334318363			746	Particle Science and Technology	
http://vivo.ufl.edu/individual/n8336874272			665	IFAS Warehouse	
http://vivo.ufl.edu/individual/n835056819			1087	Alfred A. Ring Tennis Pavilion	
http://vivo.ufl.edu/individual/n8371295245			1138	Product Test Facility	
http://vivo.ufl.edu/individual/n8389469148			745	Coastal Engineering Shops	
http://vivo.ufl.edu/individual/n8396235014			1140	Health Center Incinerator	
http://vivo.ufl.edu/individual/n8408324811			28	Chemistry Laboratory	
http://vivo.ufl.edu/individual/n8414446291			598	Fine Arts B	
http://vivo.ufl.edu/individual/n8427129548			607	Coastal Engingeering Lab	
http://vivo.ufl.edu/individual/n8427306116			1092	Sports Sign East	
http://vivo.ufl.edu/individual/n8438211083			331	University Village	
http://vivo.ufl.edu/individual/n8443077310			175	Wilmot Gardens Administration Building	
http://vivo.ufl.edu/individual/n8451042038			713	Bookstore Warehouse	
http://vivo.ufl.edu/individual/n8458741076			6	Nathan P. Bryan Hall	
http://vivo.ufl.edu/individual/n8460060621			95	Wayne and Jimmie Carse Swim/Dive	
http://vivo.ufl.edu/individual/n8460502663			1748	Police VHF Radio Tower	
http://vivo.ufl.edu/individual/n8473470100			1004	Keys Residential Complex	
http://vivo.ufl.edu/individual/n8484430758			103	James W. Norman Hall Addition	
http://vivo.ufl.edu/individual/n8488706160			755	R.C. Beaty Service Bldg F	
http://vivo.ufl.edu/individual/n8495832873			261	Emerson Alumni Hall	
http://vivo.ufl.edu/individual/n8503362909			1086	Springs Residential Complex	
http://vivo.ufl.edu/individual/n8524254179			658	Agronomy Plant Introduct. Lab	
http://vivo.ufl.edu/individual/n8539433195			393	Maguire 29	
http://vivo.ufl.edu/individual/n8544898985			320	University Village	
http://vivo.ufl.edu/individual/n8545885029			70	Nanoscale Research Facility	
http://vivo.ufl.edu/individual/n8559723939			605	ACS Laundry	
http://vivo.ufl.edu/individual/n8560144110			162	IFAS Information Technologies	
http://vivo.ufl.edu/individual/n856084361			69	IFAS Communication Services	
http://vivo.ufl.edu/individual/n8579952996			622	"Greenhouse, Plant Pathology"	
http://vivo.ufl.edu/individual/n8590799132			883	Storage Building	
http://vivo.ufl.edu/individual/n8592666761			1227	Polyhouse #10	
http://vivo.ufl.edu/individual/n8593120065			198	CNS Storage	
http://vivo.ufl.edu/individual/n861160701			161	Pump House (Ocala Pond)	
http://vivo.ufl.edu/individual/n8621237066			716	IFAS Mechanical Equipment Bldg	
http://vivo.ufl.edu/individual/n8623055603			492	"Greenhouse, Entomology"	
http://vivo.ufl.edu/individual/n8633630162			487	"Greenhouse, Plant Pathology"	
http://vivo.ufl.edu/individual/n8658756426			505	"Greenhouse, Agronomy"	
http://vivo.ufl.edu/individual/n8681333742			842	Drying Building	
http://vivo.ufl.edu/individual/n8681453440			973	"Greenhouse, Fruit Crops"	
http://vivo.ufl.edu/individual/n8715560212			52	Harold C. Riker Hall	
http://vivo.ufl.edu/individual/n871681030			637	Vet Science Volatile Storage	
http://vivo.ufl.edu/individual/n8718676135			32	Hub	
http://vivo.ufl.edu/individual/n8723569509			1290	Nematology Potting Shed	
http://vivo.ufl.edu/individual/n8735233294			975	Greenhouse	
http://vivo.ufl.edu/individual/n873637567			498	Dan McCarty Hall D	
http://vivo.ufl.edu/individual/n8749007142			642	"Greenhouse, Entomology"	
http://vivo.ufl.edu/individual/n8751563124			1177	EH&S Pest Control Storage	
http://vivo.ufl.edu/individual/n8755463764			588	Harry R. Trusler Hall	
http://vivo.ufl.edu/individual/n8792729511			1049	Baby Gator	
http://vivo.ufl.edu/individual/n8823682902			708	Physical Plant Garage	
http://vivo.ufl.edu/individual/n8830878197			24	Joseph Weil Hall	
http://vivo.ufl.edu/individual/n8853260069			173	Parking Garage 9 (Archer Rd N)	
http://vivo.ufl.edu/individual/n8860217820			1208	"Greenhouse, Vegetable Crops"	
http://vivo.ufl.edu/individual/n8867677210			432	Pi Lambda Phi	
http://vivo.ufl.edu/individual/n8869594322			1302	Greenhouse	
http://vivo.ufl.edu/individual/n8871164051			954	Storage Bldg	
http://vivo.ufl.edu/individual/n8878656736			1008	Keys Residential Complex	
http://vivo.ufl.edu/individual/n8911982815			703	Physical Plant Building Svcs	
http://vivo.ufl.edu/individual/n8915000471			1344	Storage Bldg	
http://vivo.ufl.edu/individual/n8915132961			1031	Security Guard Hut	
http://vivo.ufl.edu/individual/n8945328746			815	Roofing Bldg	
http://vivo.ufl.edu/individual/n8949577543			1215	"Greenhouse, Ornamental Horticulture"	
http://vivo.ufl.edu/individual/n8966484100			971	"Greenhouse, Agronomy"	
http://vivo.ufl.edu/individual/n8976865923			1211	Pot Washing Building	
http://vivo.ufl.edu/individual/n8984374104			1375	Clinical and Translational Research Building	
http://vivo.ufl.edu/individual/n8997238197			324	University Village	
http://vivo.ufl.edu/individual/n9004579482			1069	Wwtp Lift Station	
http://vivo.ufl.edu/individual/n900733117			420	Sigma Alpha Epsilon	
http://vivo.ufl.edu/individual/n9020688624			332	University Village	
http://vivo.ufl.edu/individual/n9031165060			179	EH&S Administrative Offices	
http://vivo.ufl.edu/individual/n9036360785			508	CNS Field Station	
http://vivo.ufl.edu/individual/n9040374212			348	University Village Storage	
http://vivo.ufl.edu/individual/n9052454792			278	Corry	
http://vivo.ufl.edu/individual/n9082381701			366	Maguire 2	
http://vivo.ufl.edu/individual/n9089098567			944	Sterilizer Shed	
http://vivo.ufl.edu/individual/n9093931156			383	Maguire 19	
http://vivo.ufl.edu/individual/n9114074778			55	"Greenhouse, Plant Pathology"	
http://vivo.ufl.edu/individual/n9123445179			595	May A. Mann Jennings Hall C	
http://vivo.ufl.edu/individual/n9140712136			866	Office Building	
http://vivo.ufl.edu/individual/n9179219507			249	Solar Energy Well House	
http://vivo.ufl.edu/individual/n9191553653			1066	Filters	
http://vivo.ufl.edu/individual/n9225955531			680	Carpenter Shop	
http://vivo.ufl.edu/individual/n9241045328			363	Florida Power Substation	
http://vivo.ufl.edu/individual/n924200000			813	Warehouse	
http://vivo.ufl.edu/individual/n9250189556			68	Research Laboratory	
http://vivo.ufl.edu/individual/n926209246			710	Bio-Tech Lab	
http://vivo.ufl.edu/individual/n926640221			698	Health Center Surge #2	
http://vivo.ufl.edu/individual/n9275714176			2020	Aging Temporary Building	
http://vivo.ufl.edu/individual/n9280996754			135	Albert A. Murphree Hall	
http://vivo.ufl.edu/individual/n9281737319			3001	Winn-Dixie Hope Lodge	
http://vivo.ufl.edu/individual/n9285111446			1297	World House	
http://vivo.ufl.edu/individual/n9290092975			1286	"Greenhouse, Turfgrass"	
http://vivo.ufl.edu/individual/n9312167719			649	"Greenhouse, Agronomy"	
http://vivo.ufl.edu/individual/n9313270821			933	"Greenhouse, Agronomy"	
http://vivo.ufl.edu/individual/n9317211663			18	Infirmary	
http://vivo.ufl.edu/individual/n9345671718			555	"Information Booth, University"	
http://vivo.ufl.edu/individual/n934645992			1306	Greenhouse	
http://vivo.ufl.edu/individual/n9346895241			1268	"Greenhouse, Entomology"	
http://vivo.ufl.edu/individual/n9358568471			57	Facilities Office	
http://vivo.ufl.edu/individual/n9364139114			442	Parking Garage 8 (Norman)	
http://vivo.ufl.edu/individual/n9367630214			608	ACS Storage	
http://vivo.ufl.edu/individual/n9371061499			862	Warehouse	
http://vivo.ufl.edu/individual/n938178838			120	Aquatic Food Prod. Pilot Plant	
http://vivo.ufl.edu/individual/n9383773907			1127	Health Center Animal Facs Walkways	
http://vivo.ufl.edu/individual/n9394408440			1196	Animal Research Chem Storage	
http://vivo.ufl.edu/individual/n9398464754			222	Vet Med Pole Barn	
http://vivo.ufl.edu/individual/n9411919871			416	Phi Mu	
http://vivo.ufl.edu/individual/n9414189926			1056	Chilled Water Plant #9	
http://vivo.ufl.edu/individual/n9416486224			657	Delta Phi Epsilon	
http://vivo.ufl.edu/individual/n9421001360			767	Swine Unit Feed Processing	
http://vivo.ufl.edu/individual/n9424604716			609	Surplus Property Warehouse	
http://vivo.ufl.edu/individual/n9433109404			359	Gator Corner Dining Center	
http://vivo.ufl.edu/individual/n9443043920			1006	Keys Residential Complex	
http://vivo.ufl.edu/individual/n9461707280			553	Marjorie K. Rawlings Hall	
http://vivo.ufl.edu/individual/n9470633987			699	Vet Science Surgery	
http://vivo.ufl.edu/individual/n9473822680			718	Behavior Lab - Flmnh	
http://vivo.ufl.edu/individual/n9488591362			176	Pump House (Gator Pond)	
http://vivo.ufl.edu/individual/n9488960045			543	Agricultural Engineering Bldg	
http://vivo.ufl.edu/individual/n9491466938			431	Alpha Epsilon Pi	
http://vivo.ufl.edu/individual/n9505160955			128	Agronomy Drying Facility	
http://vivo.ufl.edu/individual/n9521670385			38	T.W. Bryant Space Science Ctr	
http://vivo.ufl.edu/individual/n9522299702			772	Neurobiological Surge #6	
http://vivo.ufl.edu/individual/n952981130			806	Building G	
http://vivo.ufl.edu/individual/n9536099860			411	Delta Delta Delta	
http://vivo.ufl.edu/individual/n9536858396			497	Dan McCarty Hall C	
http://vivo.ufl.edu/individual/n9544507927			597	Fine Arts A	
http://vivo.ufl.edu/individual/n9566272169			796	Natural Area Teaching Pavilion	
http://vivo.ufl.edu/individual/n9579892290			157	Ben Hill Griffin Stadium	
http://vivo.ufl.edu/individual/n9595647966			1169	Basketball Practice Facility	
http://vivo.ufl.edu/individual/n9598081928			1201	"Greenhouse, Ornamental Horticulture"	
http://vivo.ufl.edu/individual/n96138			1376	Cancer and Genetics Research Center;Cancer/Genetics Research Complex	
http://vivo.ufl.edu/individual/n9619021094			936	Boat Shelter	
http://vivo.ufl.edu/individual/n9620401966			328	University Village	
http://vivo.ufl.edu/individual/n9622508982			397	Parking Garage 5 (N/S Drive)	
http://vivo.ufl.edu/individual/n964213586			1276	"Greenhouse, Entomology"	
http://vivo.ufl.edu/individual/n9669519522			297	Diamond	
http://vivo.ufl.edu/individual/n9671937931			1001	Keys Residential Complex	
http://vivo.ufl.edu/individual/n9674472812			1067	Clarifier (East)	
http://vivo.ufl.edu/individual/n9683478024			272	M.E. Rinker Hall	
http://vivo.ufl.edu/individual/n9684713244			424	Phi Gamma Delta	
http://vivo.ufl.edu/individual/n9723711215			1166	Parking Garage 11 (Performing Arts)	
http://vivo.ufl.edu/individual/n9728495			74	Greenhouse	
http://vivo.ufl.edu/individual/n9728961142			1143	Bus Shelter at Hotel Park and Ride	
http://vivo.ufl.edu/individual/n9742916957			60	IFAS Communication Services	
http://vivo.ufl.edu/individual/n974469574			367	Maguire 3	
http://vivo.ufl.edu/individual/n9748370126			589	Graham Area Office	
http://vivo.ufl.edu/individual/n9752112996			4	George Peabody Hall	
http://vivo.ufl.edu/individual/n9783698409			378	Maguire 14	
http://vivo.ufl.edu/individual/n9800669932			1214	Laboratory Building	
http://vivo.ufl.edu/individual/n9816670242			604	ACS Housing #2	
http://vivo.ufl.edu/individual/n9821666128			357	Pool Maintenance Bldg-Housing	
http://vivo.ufl.edu/individual/n9827081486			845	Storage Bldg	
http://vivo.ufl.edu/individual/n9833090414			339	IFAS Wildlife Ecology Lab	
http://vivo.ufl.edu/individual/n9835542896			58	IFAS Comm Services Storage	
http://vivo.ufl.edu/individual/n9840158865			1101	Fine Arts Walkway	
http://vivo.ufl.edu/individual/n9843995362			406	Walter J. Matherly Hall	
http://vivo.ufl.edu/individual/n9865992355			1775	Attendant Booth at Orthopaedics Parking	
http://vivo.ufl.edu/individual/n9884226513			1226	Shadehouse	
http://vivo.ufl.edu/individual/n988751257			1124	Engineering Clock Tower	
http://vivo.ufl.edu/individual/n9890704981			1088	Shands Heliport Office Bldg	
http://vivo.ufl.edu/individual/n9896151450			14	Kathryn Chicone Ustler Hall	
http://vivo.ufl.edu/individual/n9898522443			576	Hume Hall Commons Building	
http://vivo.ufl.edu/individual/n9909447235	FLMNH		308	Powell Hall	
http://vivo.ufl.edu/individual/n9926742547			572	Coastal Engineering Test Lab	
http://vivo.ufl.edu/individual/n9930288785			21	Florida Gymnasium	
http://vivo.ufl.edu/individual/n9930585930			1257	Greenhouse	
http://vivo.ufl.edu/individual/n9933477433			258	Weed Sciences Field Building	
http://vivo.ufl.edu/individual/n9937714104			831	Waste Management Facility	
http://vivo.ufl.edu/individual/n9965637278			561	Headhouse	
http://vivo.ufl.edu/individual/n9967479726			131	Percy L. Reed Laboratory	
http://vivo.ufl.edu/individual/n9988024731			620	Storage Bldg	
http://vivo.ufl.edu/individual/n9989211894			10	B.H. Griffin - W.L. Floyd Hall	
http://vivo.ufl.edu/individual/n9991455376			850	Physical Plant Storage #2	
